Dataset,Model,Model variation,Number of individuals,Execution,RMSE,R2,RMSE by iteration,R2 by iteration
dataset11_density,KNN,vector,500,0,0.553363198725338,0.6749998342475636,"{'1': 0.36920185500791325, '2': 0.5902854161586424, '3': 0.5822770622298937, '4': 0.611382620367878, '5': 0.49661374299151945, '6': 0.6205075287210496, '7': 0.5426437633563956, '8': 0.5969194138702952, '9': 0.5704373858244541}","{'1': 0.8641667845680081, '2': 0.6520565206887463, '3': 0.6424225426390038, '4': 0.6082471061823537, '5': 0.7290664932347919, '6': 0.604569318914024, '7': 0.6767371245261175, '8': 0.6377954982920746, '9': 0.6599371191829535}"
dataset11_density,KNN,vector,500,1,0.5747762574744968,0.6598424196238537,"{'1': 0.3601174617155246, '2': 0.6944759419080547, '3': 0.6633048141878118, '4': 0.649279764354718, '5': 0.5822710300061, '6': 0.5631584553350286, '7': 0.5066506175093692, '8': 0.6369097649111776, '9': 0.516818467342686}","{'1': 0.8883569258742823, '2': 0.5440671135641435, '3': 0.5903409729006144, '4': 0.5726588568593363, '5': 0.6515291104601189, '6': 0.6560385540949161, '7': 0.719674281424024, '8': 0.5889083364366654, '9': 0.727007625000581}"
dataset11_density,KNN,vector,500,2,0.6018701435948285,0.48808471927419,"{'1': 0.35350540083517124, '2': 0.5621243324240495, '3': 0.6624544629073156, '4': 0.6066927303752263, '5': 0.6315766621907759, '6': 0.6209319347367296, '7': 0.6578692025440314, '8': 0.6436542069288752, '9': 0.678022359411282}","{'1': 0.8292210938227895, '2': 0.4844907913548062, '3': 0.37035925852491136, '4': 0.5020665647553615, '5': 0.43585061599660135, '6': 0.48075633015455443, '7': 0.4391630511695679, '8': 0.48569757448628403, '9': 0.36515719320283313}"
dataset11_density,DecisionTree,vector,500,0,0.588836055689242,0.6341868325129697,"{'1': 0.48522173363010584, '2': 0.5580015872334767, '3': 0.5865768711012906, '4': 0.7047102830643035, '5': 0.542496380181682, '6': 0.6630021174213105, '7': 0.5696740193353836, '8': 0.6404348417935752, '9': 0.5494066674420499}","{'1': 0.7653834075191785, '2': 0.6890751284810682, '3': 0.6371220020855057, '4': 0.4795161568222046, '5': 0.67669014706661, '6': 0.5485537154102016, '7': 0.6437301864329525, '8': 0.5830611752639268, '9': 0.6845495735350794}"
dataset11_density,DecisionTree,vector,500,1,0.5841835176498947,0.6520714467218283,"{'1': 0.4404704185882613, '2': 0.562173849182926, '3': 0.5762958815482714, '4': 0.6655634109617597, '5': 0.5594464963041169, '6': 0.6127028446209736, '7': 0.61344209244832, '8': 0.6351128720301106, '9': 0.5924437931643134}","{'1': 0.8329767539385015, '2': 0.7012363289996657, '3': 0.6907659827343635, '4': 0.5509550159642762, '5': 0.6783131896082937, '6': 0.5928557168286059, '7': 0.5890462605723191, '8': 0.5912246635101344, '9': 0.6412691083402932}"
dataset11_density,DecisionTree,vector,500,2,0.6803773448598632,0.3562684619515514,"{'1': 0.5459882341273118, '2': 0.6447468319100661, '3': 0.6408106192445141, '4': 0.7311044946347117, '5': 0.7273755264301994, '6': 0.7555211622985174, '7': 0.6615532138943506, '8': 0.7562978515936845, '9': 0.6599981696054131}","{'1': 0.5926115717879438, '2': 0.32181201468898046, '3': 0.41083062880677346, '4': 0.2769095683070262, '5': 0.25172826632680645, '6': 0.231265300157112, '7': 0.43286418582658104, '8': 0.28993340529091916, '9': 0.3984612163718203}"
dataset11_density,RandomForest,vector,500,0,0.440863967986293,0.7950961239645506,"{'1': 0.3444550698678366, '2': 0.4386806859726949, '3': 0.4433101702185801, '4': 0.5066988193138053, '5': 0.38930993116811885, '6': 0.48266442463258064, '7': 0.41893438883507184, '8': 0.48153647044805586, '9': 0.4621857514198931}","{'1': 0.8817657243177299, '2': 0.8078317554973097, '3': 0.7927349110463886, '4': 0.7309172732836449, '5': 0.8334992416955521, '6': 0.7607417995611516, '7': 0.807328169809624, '8': 0.7642884811808677, '9': 0.7767577592886872}"
dataset11_density,RandomForest,vector,500,1,0.4575804065588758,0.7843702397633847,"{'1': 0.30509157135759746, '2': 0.44369507907299255, '3': 0.4655019238433238, '4': 0.5360604037932357, '5': 0.4395465388327757, '6': 0.4987140010025367, '7': 0.4251837965912896, '8': 0.5376259642455481, '9': 0.4668043802905825}","{'1': 0.9198683943373273, '2': 0.8138959894905229, '3': 0.7982380851875013, '4': 0.7087013779381217, '5': 0.8014244074411915, '6': 0.7302560768764329, '7': 0.8025763383518862, '8': 0.7070838454273412, '9': 0.777287642820137}"
dataset11_density,RandomForest,vector,500,2,0.4681661276471506,0.6929895744277729,"{'1': 0.3137173111996282, '2': 0.4618474061104904, '3': 0.4568795481416915, '4': 0.4901514568838007, '5': 0.47181825758328755, '6': 0.5024475160626316, '7': 0.4820280402643938, '8': 0.5321901035369855, '9': 0.5024155090414469}","{'1': 0.865500989516367, '2': 0.6520084683062509, '3': 0.7005087100176477, '4': 0.6749918117261756, '5': 0.6851588749190043, '6': 0.6600111886298772, '7': 0.6989059930707788, '8': 0.6484015622222676, '9': 0.651418571441587}"
dataset11_density,NeuralNetwork,vector,500,0,0.568901999031596,0.6620561883133373,"{'1': 0.5914094842183393, '2': 0.6733037764623065, '3': 0.5601646634568719, '4': 0.5734539040128452, '5': 0.5107032143829079, '6': 0.5693797403960086, '7': 0.5259287299300999, '8': 0.5679946537746239, '9': 0.5477798246503607}","{'1': 0.6514582541132887, '2': 0.5473039597706509, '3': 0.6690653927735779, '4': 0.6553462067457996, '5': 0.7134750579936591, '6': 0.6670490392234519, '7': 0.6963453115114698, '8': 0.6720475106006423, '9': 0.686414962087496}"
dataset11_density,NeuralNetwork,vector,500,1,0.6632666994333372,0.5543883956845184,"{'1': 0.5073673210472022, '2': 0.7525018409106545, '3': 0.7869589049910752, '4': 0.7072621507708625, '5': 0.659775102738316, '6': 0.6633873170583872, '7': 0.5926185505079568, '8': 0.6861932185312006, '9': 0.6133358883443797}","{'1': 0.7783904823688159, '2': 0.46469457898206634, '3': 0.42336587700601236, '4': 0.4929254584203723, '5': 0.5525876333733075, '6': 0.5227094054732773, '7': 0.6164727068754163, '8': 0.5228271794977621, '9': 0.615522239163635}"
dataset11_density,NeuralNetwork,vector,500,2,0.6616479523984649,0.39275536023458346,"{'1': 0.7394176690220641, '2': 0.6638108036340131, '3': 0.6449573596772193, '4': 0.6647642175100122, '5': 0.6434269071634726, '6': 0.6524781424749677, '7': 0.6464214622109781, '8': 0.678107710819716, '9': 0.6214472990737409}","{'1': 0.25282596834519677, '2': 0.28111356191121817, '3': 0.4031808263866289, '4': 0.4021820154554975, '5': 0.414481788177267, '6': 0.4266561564777379, '7': 0.4585117454233124, '8': 0.4291648417926447, '9': 0.46668133814174784}"
